 "event" , "date" ,
 "__bnode1384363" , "na juni 1587" ,
 "__bnode1385419" , " na 1654" ,
 "__bnode1385427" , " na 1654" ,
 "__bnode1385435" , " na 1654" ,
 "__bnode1385443" , " na 1654" ,
 "__bnode1385451" , " na 1654" ,
 "__bnode1387561" , "na maart 1671" ,
 "__bnode1387577" , "na maart 1671" ,
 "__bnode1391841" , "na 1623" ,
 "__bnode1395700" , "ws. na 1575" ,
 "__bnode1397717" , "na 1655" ,
 "__bnode1399967" , "na 1831" ,
 "__bnode1405268" , " na 1717" ,
 "__bnode1405276" , " na 1717" ,
 "__bnode1406646" , "na 1829" ,
 "__bnode1406953" , "na 1811" ,
 "__bnode1407120" , "in of na 1709" ,
 "__bnode1422788" , "na 1604" ,
 "__bnode1423309" , "na 1664" ,
 "__bnode1425908" , " na 1886" ,
 "__bnode1425916" , " na 1886" ,
 "__bnode1429124" , "na 1568" ,
 "__bnode1430760" , "na 1776" ,
 "__bnode1435551" , "na 1540" ,
 "__bnode1435552" , "na 1610" ,
 "__bnode1443015" , "na 1695" ,
 "__bnode1446032" , "na 1712" ,
 "__bnode1446047" , "na 1712" ,
 "__bnode1451182" , "na 1227" ,
 "__bnode1455213" , "na 1617" ,
 "__bnode1465422" , "na 1809" ,
 "__bnode1475260" , "na 1611" ,
 "__bnode1475718" , "na 1660" ,
 "__bnode1481119" , "na 1639" ,
 "__bnode1484187" , "in of na 1634" ,
 "__bnode1485506" , "na 1685" ,
 "__bnode1487606" , "na 23 januari 1743" ,
 "__bnode1489951" , "na 1689" ,
 "__bnode1490378" , "na 1862" ,
 "__bnode1495093" , "na 1653" ,
 "__bnode1495704" , "Na 1959" ,
 "__bnode1502689" , "na 1616" ,
 "__bnode1503792" , "na 1650" ,
 "__bnode1506212" , "na 1476" ,
 "__bnode1506232" , "na 1476" ,
 "__bnode1506920" , "na 1511" ,
 "__bnode1507532" , "na 1574" ,
 "__bnode1510877" , "na 1852" ,
 "__bnode1520561" , "na 1021" ,
 "__bnode1535783" , "na juni 1662" ,
 "__bnode1537439" , "na 1610" ,
 "__bnode1539294" , " na 1587" ,
 "__bnode1539302" , " na 1587" ,
 "__bnode1539310" , "na 1729" ,
 "__bnode1543764" , "na 1630" ,
 "__bnode1544359" , " na 1659" ,
