"title","creator","mediaURL","date"
"Provinciale Atlas - Prenten en Tekeningen NL-HlmNHA_359_001724_K","Anoniem [werkzaam ca. 1675-1680]","https://images.memorix.nl/ranh/thumb/640x480/2d912c08-d8ee-2230-a8b0-bfffff1ec39a.jpg","z.j. (ca. 1680)/z.j. (ca. 1680)"
"Provinciale Atlas - Prenten en Tekeningen NL-HlmNHA_359_001724_K","Hooghe, Romeyn de (1645-1708), naar","https://images.memorix.nl/ranh/thumb/640x480/2d912c08-d8ee-2230-a8b0-bfffff1ec39a.jpg","z.j. (ca. 1680)/z.j. (ca. 1680)"
"Watersnood: dijkdoorbraak bij Hoorn, 1672. 1 topogr. prent: ets/gravure z.s. 55 x 176 mm","Anoniem [werkzaam ca. 1675-1680]","https://images.memorix.nl/ranh/thumb/640x480/2d912c08-d8ee-2230-a8b0-bfffff1ec39a.jpg","z.j. (ca. 1680)/z.j. (ca. 1680)"
"Watersnood: dijkdoorbraak bij Hoorn, 1672. 1 topogr. prent: ets/gravure z.s. 55 x 176 mm","Hooghe, Romeyn de (1645-1708), naar","https://images.memorix.nl/ranh/thumb/640x480/2d912c08-d8ee-2230-a8b0-bfffff1ec39a.jpg","z.j. (ca. 1680)/z.j. (ca. 1680)"
"NL-HlmNHA_359_001926_M","z.n.","https://images.memorix.nl/ranh/thumb/640x480/cde1cfcc-8af8-875d-535f-634ed03a8266.jpg","z.j. (ca. 1700)/z.j. (ca. 1700)"
"1 topogr. prent: gravure l.o.: F. de Wit excudit 216 x 271 mm","z.n.","https://images.memorix.nl/ranh/thumb/640x480/cde1cfcc-8af8-875d-535f-634ed03a8266.jpg","z.j. (ca. 1700)/z.j. (ca. 1700)"
"Provinciale Atlas - Prenten en Tekeningen NL-HlmNHA_359_001926_M","z.n.","https://images.memorix.nl/ranh/thumb/640x480/cde1cfcc-8af8-875d-535f-634ed03a8266.jpg","z.j. (ca. 1700)/z.j. (ca. 1700)"
"1 topogr. tek.: pen in bruin 100 x 183 mm","z.n. (als Hoorn 010 en 049)","https://images.memorix.nl/ranh/thumb/640x480/7316870f-81f5-1ab1-4efc-a2cbc40108fa.jpg","z.j. (ca. 1700)/z.j. (ca. 1700)"
"NL-HlmNHA_359_001584_K","z.n. (als Hoorn 010 en 049)","https://images.memorix.nl/ranh/thumb/640x480/7316870f-81f5-1ab1-4efc-a2cbc40108fa.jpg","z.j. (ca. 1700)/z.j. (ca. 1700)"
"Provinciale Atlas - Prenten en Tekeningen NL-HlmNHA_359_001584_K","z.n. (als Hoorn 010 en 049)","https://images.memorix.nl/ranh/thumb/640x480/7316870f-81f5-1ab1-4efc-a2cbc40108fa.jpg","z.j. (ca. 1700)/z.j. (ca. 1700)"
"Provinciale Atlas - Prenten en Tekeningen NL-HlmNHA_359_001585_K","z.n. (als Hoorn 009 en 049)","https://images.memorix.nl/ranh/thumb/640x480/8aeb0ca4-00ba-d6aa-a379-de5c53e0c8ce.jpg","z.j. (ca. 1700)/z.j. (ca. 1700)"
"1 topogr. tek.: pen in bruin 103 x 158 mm","z.n. (als Hoorn 009 en 049)","https://images.memorix.nl/ranh/thumb/640x480/8aeb0ca4-00ba-d6aa-a379-de5c53e0c8ce.jpg","z.j. (ca. 1700)/z.j. (ca. 1700)"
"NL-HlmNHA_359_001585_K","z.n. (als Hoorn 009 en 049)","https://images.memorix.nl/ranh/thumb/640x480/8aeb0ca4-00ba-d6aa-a379-de5c53e0c8ce.jpg","z.j. (ca. 1700)/z.j. (ca. 1700)"
"Hoofdtoren 1 topogr. tek.: pen in bruin z.s. 122 x 183 mm","z.n. (als Hoorn 009 en 010)","https://images.memorix.nl/ranh/thumb/640x480/69cc218a-2a57-eded-25d9-f516f55b28d2.jpg","z.j. (ca. 1700)/z.j. (ca. 1700)"
"Provinciale Atlas - Prenten en Tekeningen NL-HlmNHA_359_001623_K","z.n. (als Hoorn 009 en 010)","https://images.memorix.nl/ranh/thumb/640x480/69cc218a-2a57-eded-25d9-f516f55b28d2.jpg","z.j. (ca. 1700)/z.j. (ca. 1700)"
"NL-HlmNHA_359_001623_K","z.n. (als Hoorn 009 en 010)","https://images.memorix.nl/ranh/thumb/640x480/69cc218a-2a57-eded-25d9-f516f55b28d2.jpg","z.j. (ca. 1700)/z.j. (ca. 1700)"
"NL-HlmNHA_359_001360_K","Pola, Hendrik (1675-1748), toegeschreven aan","https://images.memorix.nl/ranh/thumb/640x480/26f63182-8867-deb2-d932-97ad1f40eca4.jpg","z.j. (ca. 1718)/z.j. (ca. 1718)"
"Provinciale Atlas - Prenten en Tekeningen NL-HlmNHA_359_001360_K","Pola, Hendrik (1675-1748), toegeschreven aan","https://images.memorix.nl/ranh/thumb/640x480/26f63182-8867-deb2-d932-97ad1f40eca4.jpg","z.j. (ca. 1718)/z.j. (ca. 1718)"
"Huis Assumburg 1 topogr. tek.: pen in bruin. z.s. 136 x 180 mm","Pola, Hendrik (1675-1748), toegeschreven aan","https://images.memorix.nl/ranh/thumb/640x480/26f63182-8867-deb2-d932-97ad1f40eca4.jpg","z.j. (ca. 1718)/z.j. (ca. 1718)"
"NL-HlmNHA_359_002183_K","[Stellingwerf, Jacobus (1667-1727)]","https://images.memorix.nl/ranh/thumb/640x480/160db59d-372c-5ac0-36cd-64c5d5027d05.jpg","z.j. (ca. 1724-26/z.j. (ca. 1724-26"
"NL-HlmNHA_359_002183_K","[Berkhuys, Frans (levensjaren onbekend) werkz. 1723), kopie naar]","https://images.memorix.nl/ranh/thumb/640x480/160db59d-372c-5ac0-36cd-64c5d5027d05.jpg","z.j. (ca. 1724-26/z.j. (ca. 1724-26"
"Provinciale Atlas - Prenten en Tekeningen NL-HlmNHA_359_002183_K","[Stellingwerf, Jacobus (1667-1727)]","https://images.memorix.nl/ranh/thumb/640x480/160db59d-372c-5ac0-36cd-64c5d5027d05.jpg","z.j. (ca. 1724-26/z.j. (ca. 1724-26"
"Provinciale Atlas - Prenten en Tekeningen NL-HlmNHA_359_002183_K","[Berkhuys, Frans (levensjaren onbekend) werkz. 1723), kopie naar]","https://images.memorix.nl/ranh/thumb/640x480/160db59d-372c-5ac0-36cd-64c5d5027d05.jpg","z.j. (ca. 1724-26/z.j. (ca. 1724-26"
"Weeshuis en school, voorheen Sint-Catharinaklooster 1 topogr. tek.: pen in zwart, penseel in grijs z.s. 138 x 200 mm","[Stellingwerf, Jacobus (1667-1727)]","https://images.memorix.nl/ranh/thumb/640x480/160db59d-372c-5ac0-36cd-64c5d5027d05.jpg","z.j. (ca. 1724-26/z.j. (ca. 1724-26"
"Weeshuis en school, voorheen Sint-Catharinaklooster 1 topogr. tek.: pen in zwart, penseel in grijs z.s. 138 x 200 mm","[Berkhuys, Frans (levensjaren onbekend) werkz. 1723), kopie naar]","https://images.memorix.nl/ranh/thumb/640x480/160db59d-372c-5ac0-36cd-64c5d5027d05.jpg","z.j. (ca. 1724-26/z.j. (ca. 1724-26"
"De Koepoortsweg naar de stad gezien. Rechts het huis van Foreest. Op de achtergrond tussen de bomen een stukje van stadspoort de Koepoort. 1 topogr. tek.: potlood, pen en penseel
          in grijs pen en penseel in grijs, over schets in grafiet. Doorgegriffeld. l.o.: C: Pronk ad viv: blad 172 x 242 mm.; afb.: 159 x 242 mm.","Pronk, Cornelis (1691-1759)","https://images.memorix.nl/ranh/thumb/640x480/6ffe5786-17f7-e98f-4786-b3d642fbe7a2.jpg","z.j. (ca. 1727)/z.j. (ca. 1727)"
"NL-HlmNHA_359_001604_K","Pronk, Cornelis (1691-1759)","https://images.memorix.nl/ranh/thumb/640x480/6ffe5786-17f7-e98f-4786-b3d642fbe7a2.jpg","z.j. (ca. 1727)/z.j. (ca. 1727)"
"Provinciale Atlas - Prenten en Tekeningen NL-HlmNHA_359_001604_K","Pronk, Cornelis (1691-1759)","https://images.memorix.nl/ranh/thumb/640x480/6ffe5786-17f7-e98f-4786-b3d642fbe7a2.jpg","z.j. (ca. 1727)/z.j. (ca. 1727)"
